,bounding_box,date,inferred,keywords,lang,lat,lng
182,"['52.3570365', '52.6770365', '13.2288599', '13.5488599']",2015-03-08 09:53:48,True,thank boylesque festival vienna yes miss gt gt,en,52.5170365,13.3888599
183,"['33.7036216', '34.337306', '-118.6681776', '-118.1552947']",2019-03-27 17:40:14,True,la based boylesque superstar showcasing jawdropping body work sparkling crystal disco ball bling pasties gorgeous,en,34.0536909,-118.2427666
184,"['43.493963', '43.813963', '-79.547207', '-79.227207']",2018-04-17 11:21:06,True,photos bumps grinds bulges seattle boylesque festival via,en,43.653963,-79.387207
185,"['43.493963', '43.813963', '-79.547207', '-79.227207']",2018-01-19 00:56:03,False,aerial boylesque burlesque circus fire hoop magic showgirl sideshow songbirds variety,en,34.0221,-118.481
186,"['39.867005', '40.1379593', '-75.2802977', '-74.9558314']",2018-02-23 00:39:11,True,fresh performing neon boylesque experience josh schonewolf broody valentino performing fabulous us see sunday homage old hollywood tickets,en,39.9527237,-75.1635262
187,"['39.867005', '40.1379593', '-75.2802977', '-74.9558314']",2019-04-03 07:33:02,False,boylesque boy burlesque,tr,39.9527237,-75.1635262
188,"['36.997968', '42.0015016', '-114.0528823', '-109.0415767']",2017-09-07 03:20:32,True,open link click boylesque shop,en,39.4225192,-111.7143584
189,"['36.997968', '42.0015016', '-114.0528823', '-109.0415767']",2017-08-13 05:16:08,False,last night show mr boylesque contestants wa contestants,en,39.4225192,-111.7143584
190,"['51.8448338', '51.8449338', '5.8641098', '5.8642098']",2016-09-22 22:26:35,True,mr boylesque wa bobbie sox handover act via,en,51.8448838,5.8641598
191,"['-55.3228175', '-9.0880125', '72.2461932', '168.2261259']",2015-11-27 08:35:19,True,briefs world hottest male boylesque spectacular athenaeum melbourne tix,en,-24.7761086,134.755
192,"['40.0587353', '40.0589433', '-83.1286555', '-83.1276093']",2016-10-25 19:00:45,True,tonight every tuesday night bring boys bourbon boylesque see men oz like,en,40.0587916,-83.1283309
193,"['-37.85067', '-37.77545', '144.89709', '144.9913426']",2015-02-20 14:17:11,True,last ever boylesque tonight wear art simone surgery shirt occasion,en,-37.8142176,144.9631608
194,"['39.2320504', '39.3120504', '-76.7718456', '-76.6918456']",2015-05-10 21:59:00,True,back baltimore getting dinner boylesque show,en,39.2720504,-76.7318456
195,"['52.3570365', '52.6770365', '13.2288599', '13.5488599']",2016-05-02 19:01:50,True,edge raven boylesque sexy horrific dammit need,en,52.5170365,13.3888599
196,"['33.6905847', '33.8855951', '-118.248966', '-118.0632825']",2018-02-16 20:33:04,True,native city angels kirby labrea performing boylesque years showboy,en,33.7690164,-118.1916048
197,"['33.6905847', '33.8855951', '-118.248966', '-118.0632825']",2017-11-18 15:16:04,False,boylesque lou safire,ja,33.7690164,-118.1916048
198,,2017-10-13 06:50:40,True,excited show next week excited boylesque pack drag,en,,
199,"['52.4905051', '52.49087', '13.3602199', '13.3606154']",2015-08-18 06:00:39,True,trip boylesque acrobatic sexcentric art heute,en,52.4906877,13.3603915
200,"['-47.1788335', '-22.1250301', '16.3335213', '38.2898954']",2015-09-18 14:53:08,True,hours away showtime see bawdy burly boylesque buffoonery,en,-28.8166236,24.991639
201,"['53.3372558', '53.7162646', '-113.7138411', '-113.2714783']",2015-08-22 06:59:29,True,time little boylesque featuring james giant pastie,en,53.535411,-113.507996
202,"['54.4339831', '61.061', '-14.015517', '-0.3209221']",2016-02-24 11:00:39,True,midweek fling march boylesque takeover wild cabaret glasgow,en,56.7861112,-4.1140518
203,,2018-03-22 01:29:51,True,hey nyc burlesque boylesque dance drag friends partnering,en,,
204,,2015-01-31 23:33:33,True,excited melt snow nj boys gonna heat things tonight pow boonton boylesque,en,,
205,"['40.5700235', '40.7394026', '-74.0419691', '-73.8556336']",2015-01-29 07:43:00,True,ideas spider man clark kent john constantine daredevil boylesque routines quicksilver cosplay,en,40.6501038,-73.9495823
206,"['53.3045116', '53.5031042', '-1.8014715', '-1.3246685']",2014-12-09 10:25:06,True,godless perverts holiday fun time saturday december burlesque boylesque performances,en,53.3806626,-1.4702278
207,"['55.839126', '55.879126', '-4.2663157', '-4.2263157']",2017-03-13 15:02:25,True,monday filled showtunes filth boylesque megastar free,en,55.859126,-4.2463157
208,"['-33.9199488', '-33.9198488', '18.4205027', '18.4206027']",2015-12-22 09:18:09,True,hurry tickets left late night xxxmas boylesque show tonight,en,-33.9198988,18.4205527
209,"['43.8573415', '43.8574415', '18.4240683', '18.4241683']",2015-09-21 09:11:02,True,pretty boys magnus arrevad images boylesque world,en,43.8573915,18.4241183
210,"['43.493963', '43.813963', '-79.547207', '-79.227207']",2015-06-23 15:43:32,True,boylesque scrabble courtesy smb,en,43.653963,-79.387207
211,"['46.3722761', '49.0205305', '9.5307487', '17.160776']",2016-07-11 06:09:26,True,snippet boylesque festival vienna,en,47.2000338,13.199959
212,"['51.1806321', '51.5006321', '12.2147329', '12.5347329']",2015-03-21 18:07:33,True,erste lesson boylesque im backstage krusdy van friday macht den wiggle v llig durchgeknallt,de,51.3406321,12.3747329
213,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2017-11-04 19:22:57,True,nyc sure catch lovely tonight boylesque festival wittypixel photography,en,47.6038321,-122.3300624
214,,2017-04-23 18:52:13,True,missed boylesque last night good host make tough job seem easy fingers crossed back,en,,
215,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2018-08-08 16:45:13,True,august back homoerectusboylesquenyc store come see,en,40.7127281,-74.0060152
216,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2016-04-30 22:22:11,False,boylesque glasgow united kingdom,en,40.7127281,-74.0060152
217,"['55.839126', '55.879126', '-4.2663157', '-4.2263157']",2018-11-08 15:00:25,True,ready thursday instalment showtunes filth well getting infamous boylesque superstar tom harlow free cocktails bucks,en,55.859126,-4.2463157
218,"['51.3473219', '51.6673219', '-0.2876474', '0.0323526']",2018-02-28 10:11:13,True,erm well could boylesque name fancy maybe changed miss soggy gusset burlesque would unfortunate connotations word soggy,en,51.5073219,-0.1276474
219,"['40.791193', '40.916123', '14.1320999', '14.3537121']",2017-06-17 19:17:05,True,love boylesque,en,40.8359336,14.2487826
220,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2017-01-15 17:31:38,True,minimal burlesque boylesque panel skirt elastic,en,40.7127281,-74.0060152
221,"['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']",2017-01-24 18:26:37,True,chesties custom boylesque mens pasties choose color,en,40.7896239,-73.9598939
222,"['52.8890083', '53.0186721', '-1.246956', '-1.0861189']",2015-03-30 17:23:39,True,never heard boylesque love makes sound like new yorker,en,52.9534193,-1.1496461
223,"['39.307137', '39.654579', '-97.930466', '-97.368179']",2015-01-21 19:25:46,True,well already love seen burlesque imagine boylesque something would love lt,en,39.4850226,-97.6705137
224,"['39.307137', '39.654579', '-97.930466', '-97.368179']",2015-11-23 13:54:02,False,warschauer notizen polens einzige boylesque show burlesque war gestern jetzt kommt boylesque und das im,en,39.4850226,-97.6705137
225,,2015-11-23 13:53:54,True,warschauer notizen polens einzige boylesque show burlesque war gestern jetzt kommt boylesque und das im,de,,
226,"['48.8155755', '48.902156', '2.224122', '2.4697602']",2015-05-17 18:04:05,True,way back paris vienna boylesque festival blast really happy seen everyone,en,48.8566101,2.3514992
227,"['42.2241835', '42.260874', '-83.6520806', '-83.5964279']",2019-03-17 00:38:54,True,meet sapphira siren one boylesque drag newest house cast members made debut speakeasy new year eve party nightmare michigan ave street competition see perform tonight,en,42.24253,-83.6171426940706
228,"['42.2241835', '42.260874', '-83.6520806', '-83.5964279']",2017-03-09 22:54:39,False,lol found postit note boylesque performer aliases types bts genius funny long planned au omg,sv,42.24253,-83.6171426940706
229,"['51.3473219', '51.6673219', '-0.2876474', '0.0323526']",2017-02-22 16:30:11,True,fancy challenge looking people take part burlesque meets boylesque charity number,en,51.5073219,-0.1276474
230,"['25.7090517', '25.8557827', '-80.31976', '-80.139157']",2017-01-23 15:01:13,True,boylesque coming stage tomorrow night last call advanced booking,en,25.7742658,-80.1936589
231,"['25.7090517', '25.8557827', '-80.31976', '-80.139157']",2015-12-19 22:26:16,False,boylesque performer matt finnish hollywood gliu photo ginger liu photography posted photo,en,25.7742658,-80.1936589
232,"['43.532654', '43.668708', '1.3503956', '1.5153795']",2014-11-27 21:20:26,True,les belles et le boylesque attendent au cabaret le kalinka jeudi prochain,fr,43.6044622,1.4442469
233,"['47.2701114', '55.099161', '5.8663153', '15.0419319']",2016-07-24 10:24:16,True,boylesque comedy circus australia first time,en,51.0834196,10.4234469
234,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2016-03-03 18:53:27,True,sparkly beaded flat boylesque burlesque pasties variety,en,40.7127281,-74.0060152
235,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2015-03-24 01:03:45,True,man six cards seven decks dream taken mattknife homo erectus boylesque,en,40.7127281,-74.0060152
236,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2018-05-31 10:05:11,False,prism mwb midweek burlesque floor burlesque performers bee tinytot aimee prism violet eva boylesque performers sergei,ja,40.7127281,-74.0060152
237,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2018-03-31 00:37:42,True,biggest april events including events marvel exhibition easter stuff flower fests boylesque seattle erotic art festival,en,47.6038321,-122.3300624
238,,2018-03-05 11:34:48,True,butterly boylesque burlesque,ja,,
239,"['42.507341', '42.551464', '-83.810742', '-83.763462']",2018-06-01 00:43:02,True,live boylesque bingo find us brewery becker,en,42.5316918,-83.7846458
240,"['41.6765556', '83.3362128', '-141.00275', '-52.3231981']",2015-01-30 03:21:38,True,boylesque trademark appeal terminate boylesque trademark via,en,61.0666922,-107.9917071
241,"['48.4028109', '48.4504983', '-123.398075', '-123.3224593']",2014-11-16 02:47:50,True,thank boxers brief boylesque team hosting amazing fundraiser tonight see,en,48.4283182,-123.3649533
242,"['48.4028109', '48.4504983', '-123.398075', '-123.3224593']",2019-02-05 02:44:23,False,boylesque night bar theatre ludo,ja,48.4283182,-123.3649533
243,"['48.0483537', '48.3683537', '16.2125042', '16.5325042']",2018-06-01 18:31:02,True,das war das wiener boylesque festival,de,48.2083537,16.3725042
244,"['-35.0881805', '-34.7681805', '138.4399312', '138.7599312']",2016-03-14 13:19:45,True,saw boylesque first time changed life,en,-34.9281805,138.5999312
245,"['34.225743', '34.247504', '-102.419777', '-102.384546']",2015-10-02 16:40:04,True,boylesque,en,34.2331373,-102.4107493
246,"['41.1850968', '82.0586232', '-180', '180']",2015-08-26 14:09:51,True,posted photos facebook album boylesque festival vienna,en,64.6863136,97.7453061
247,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2015-05-18 21:11:49,True,looking guy boylesque questions cosmo column week help email bio,en,40.7127281,-74.0060152
248,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2019-04-04 21:41:13,True,seattle boylesque festival two weeks away miss magic happening two nights triple door april,en,47.6038321,-122.3300624
249,"['49.9027202', '49.9827202', '11.5363079', '11.6163079']",2018-10-04 08:12:36,True,big boylesque burlesque show im theater rote b hne n rnberg kann man bereits seit die burlesque shows des hauseigenen ensembles bewundern das mittlerweile zu vielen internationalen festivals eingeladen wurde war die kleine aber feine b hne,de,49.9427202,11.5763079
250,"['38.9044669', '39.0335024', '-95.3446317', '-95.166617']",2014-12-07 02:41:34,True,looking cute boylesque,en,38.9719384,-95.2359496
251,,2018-11-01 16:30:29,True,thanks glitterlife bellydance making headpiece im going reuse boylesque routine strip suit made string cheese pasties merkin made,en,,
252,,2019-05-26 19:00:18,True,wurst hit vienna boylesque festival via,en,,
253,"['41.644531', '42.0230396', '-87.940101', '-87.5240812']",2019-03-31 13:36:37,True,ha troupe called boylesque term coined men burlesque,en,41.8755616,-87.6244212
254,"['55.839126', '55.879126', '-4.2663157', '-4.2263157']",2018-11-13 15:21:42,True,ready tuesday instalment showtunes filth well getting infamous boylesque superstar tom harlow free cocktails bucks,en,55.859126,-4.2463157
255,"['39.6143154', '39.9142087', '-105.1098845', '-104.5996889']",2018-06-19 23:45:41,True,burning loins boylesque denver pridefest,en,39.7348381,-104.9653271
256,"['51.3473219', '51.6673219', '-0.2876474', '0.0323526']",2015-01-31 00:36:34,True,queen conchita boylesque tribute gay pride,en,51.5073219,-0.1276474
257,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2018-07-07 16:32:39,True,chesties custom boylesque mens pasties choose color,en,40.7127281,-74.0060152
258,"['51.3473219', '51.6673219', '-0.2876474', '0.0323526']",2015-02-24 09:01:45,True,bring men boylesque london burlesque festival lbf runs nights st,en,51.5073219,-0.1276474
259,"['51.3473219', '51.6673219', '-0.2876474', '0.0323526']",2015-06-12 20:13:54,False,san francisco get harder boylesque legend nights,en,40.92104887,-73.77581262
260,"['-14.6899021', '-14.6893818', '-75.1386', '-75.1380207']",2016-05-06 17:00:43,True,tonight acts including burlesque fire dancers belly dancers hoopers boylesque,en,-14.6896135,-75.1383203720943
261,,2016-03-04 16:41:57,True,il boylesque per l marzo andateci solo dopo l apericena base di piadizza cos curiosa di sapere altrove,it,,
262,"['40.5700235', '40.7394026', '-74.0419691', '-73.8556336']",2016-07-18 20:50:21,True,look amoxie sent us scandalous addicted bad ideas burlesque boylesque via,en,40.6501038,-73.9495823
263,"['43.4738217', '43.594353', '-80.3269091', '-80.1535013']",2016-12-01 17:36:37,True,boylesque revue hostess rachael temptation,fr,43.533783,-80.2306337
264,"['43.4738217', '43.594353', '-80.3269091', '-80.1535013']",2015-02-11 21:34:42,False,boylesque idea suit top hat cane etc cthulhu mask strip octopus thong mask shoes suspenders,en,43.533783,-80.2306337
265,"['38.7911303', '41.357757', '-75.563386', '-73.8940326']",2015-01-27 12:27:56,True,saturday traxx first boylesque show punk show ur bashful face,en,40.0757384,-74.4041622
266,"['34.07639', '34.098071', '-118.3958762', '-118.343381']",2015-01-23 20:18:10,True,saturday night fubar headphone hollywood boylesque cabaret returns p pants optional,en,34.0923014,-118.3692894
267,"['-33.9199488', '-33.9198488', '18.4205027', '18.4206027']",2014-12-19 20:32:36,True,hurry tickets left late night xxxmas boylesque show tonight,en,-33.9198988,18.4205527
268,"['38.7911303', '41.357757', '-75.563386', '-73.8940326']",2014-12-17 20:47:08,True,corsettes excited feature first boylesque number better asbury park,en,40.0757384,-74.4041622
269,"['29.1862572', '29.7309623', '-98.8131865', '-98.2230029']",2014-12-07 10:11:22,True,final boylesque performance year unexpected twist winning title king,en,29.4246002,-98.4951405
270,,2014-11-03 13:15:21,True,unique ce dimanche novembre h la com die des suds spectacle de music hall boylesque resa,ca,,
